"13. At the end of the day...I’d rather like to have a lot of stories to tell, than a full bank","There is a company that will (for $14,000) take your ashes and compress them into a synthetic diamond to be set in jewelry for a loved one.","26. At Petrified Forest National Park, visitors sometimes break the rules (and the law) by taking rocks home with them. According to rangers, they often end up returning the stolen goods in the mail—along with an apology note.",,0.2807046061
I just wrote a book on reverse psychology. Do *not* read it!,,,,0.4020711996
,,"Even though smoking has been banned on airplanes, ash trays are mandatory on every plane. This is for safe disposal in case someone breaks the law.",,0.5304131472
265. There is no elevator to success. You have to take the stairs., It is our desire to keep you satisfied with our services and products. You are our inspiration in doing our very best. Thank you and remember,"107. In Switzerland, it's illegal to own only one guinea pig.",,0.6683293379
158. “Nothing beats a great smile.” – Karl Urban,"It's possible to lead a cow upstairs, but not downstairs.",,,0.7436437245
,Cats can hear ultrasound.,"The American Kennel Club, the most influential dog club in the United States, was founded in 1884.",,0.454738171
Baby whales can gain up to 200 pounds per day.,,Elton John tried to commit suicide once by sticking his head in an oven with the gas on low and windows open. He was found and stopped by his best friend Bernie Taupin.,,0.3376468506
291. Your dream doesn’t have an expiration date. Take a deep breath and try again.,Thank you for being our valued customer. We are grateful for the pleasure of serving you and meeting your printing needs. We wish you a beautiful holiday season and joyous new year,"124. One April day in 1930, the BBC reported, ""There is no news."" Instead they played piano music.",,0.2512579572
22. I’m here for the fun!,Number of US states that claim test scores in their elementary schools are above national average: 50.,,,0.2737552007
"I wonder if in 2050 there will be a movie called, ‘Dude, Where’s My Spaceship.’ Zach Galifianakis",,"There is a Scottish tartan designed for Mars exploration. It was officially registered in 2016 to be worn during Mars science, exploration and outreach activities.",,0.4832058212
“I like a woman with a head on her shoulders. I hate necks.” - Steve Martin,We would just like to say thank you for being a part of our family. We are very grateful for your continued patronage because we wouldn’t be here without loyal customers like you.,France didn't stop executing people by guillotinE until 1977.,,0.4352752968
"All right everyone, line up alphabetically according to your height. Casey Stengel",,"At birth, a baby panda is smaller than a mouse.",,0.8102872412
,,"The oldest webcam stream online today is The San Francisco FogCam, and has been operational since 1994.",,0.3710244893
"308. Be a pineapple: Stand tall, wear a crown, and be sweet on the inside.","In Calama, a town in the Atacama Desert of Chile, it has never rained.",133. China owns all of the pandas in the world. They rent them out for about $1 million a year.,,0.2668286587
, it directly affects their heart and nervous system.,,,0.2814576806
,,,,0.1652917254
,What movie never gets old no matter how many times you’ve seen it?,Get married to the love of your life or be the richest person in the world?,,0.5786338383
Went to the corner shop - bought four corners.,"“I used to work at McDonald’s making minimum wage. You know what that means when someone pays you minimum wage? You know what your boss was trying to say? ‘Hey, if I could pay you less, I would, but it’s against the law.'” - Chris Rock",Only 2% of the world’s population has green eyes.,,0.9185302688
,,,,0.2708134394
Do you ever think if people heard our conversations they’d lock us up? All the time. Wendy Mass, We are truly grateful to you for choosing us as your service provider and giving us the opportunity to grow. None of our achievements would have been possible without you and your unwavering support,"There is an underwater version of rugby, unsurprisingly called ""underwater rugby"".",,0.7929183726
"350. Don’t call it a dream, call it a plan.","According to Chinese acupuncture, there is a point on the head that you can press to control your appetite. It is located in the hollow just in front of the flap of the ear.",It is physically impossible for you to lick your elbow.,,0.7919700511
"A man just assaulted me with milk, cream and butter. How dairy.",,,,0.7114886006
,,,,0.0668096397
It just occurred to me that the majority of my diet is made up of the foods that my kid didn’t finish. Carrie Underwood,,Qantas Airways once powered an interstate flight on cooking oil. This marked Australia’s first commercial flight using sustainably derived biofuel.,,0.0958827603
,,The very first bomb that the Allies dropped on Berlin in World War Two hit an elephant.,,0.0826181325
,,Most toilet paper sold for home use in France is pink.,,0.4231575782
56. You know all those things you always wanted to do? You should go do them.,The average American drinks about 600 sodas a year.,"In England in the 1880s, ""pants"" was considered a dirty word.",,0.775819349
273. Forget all the reasons why it won’t work and believe the one reason why it will.,"Thank you for trusting us, for showing faith in us, and for letting us know that you will watch our back.","112. The ""mystery"" flavor of Dum Dums is a combination of the end of one batch of candy and the beginning of another.",,0.958092485
,,"Biting someone with false teeth in Louisiana, USA, is considered aggravated assault.",,0.0280810866
Only half of a dolphin’s brain sleeps at a time. The other awake half makes the dolphin come up for air when needed to prevent drowning.,,"There’s very little evidence the TSA has ever stopped a terrorist or found a real bomb. When tested, they failed to find fake weapons and bombs 95% of the time.",,0.4405915221
,"Turkeys have a poor sense of smell, but excellent sense of taste.","No two tigers ever have the same stripes, and this is how individual tigers can be identified.",,0.432417653
What do you call a dinosaur that is sleeping? A dino-snore!,,,,0.7701717267
148. Love the skin you’re in.,Horses can't vomit.,,,0.9298433213
248. We can run down the streets with the stars in our eyes.,"your follow is very much appreciated"",",,,0.3871969394
,Say yes. You’ll figure it out afterward. Tina Fey,July 3rd is International Plastic Bag Free Day – it’s a day about making a little change to make a big impact (for the better) in the future.,,0.6252515356
171. “How beautiful it is to find someone who asks for nothing but your company.” – Brigitte Nicole,President Bush was re-elected in 2004 by less than 31% of all eligible voters in the United States.,"51. When Canada's Northwest Territories considered renaming itself in the 1990s, one name that gained support was ""Bob.""",,0.6635329683
,,,,0.0512073852
,,,,0.0718296458
How long of a consecutive time have you spent in a car?,,There is a statue of Tesla in Silicon Valley that radiates free Wi-Fi. It was done as an homage to his vision for wireless communication.,,0.5040228298
"Facebook is like jail, you sit around and waste time, you write on walls and you get poked by people you don’t know. Will Ferrell",Leonardo Da Vinci invented scissors.,Swedish meatballs originated from a recipe King Charles XII brought back from Turkey in the early 1800s.,,0.9075407333
,,Male cats are called toms and females are called queens or mollies.,,0.3565444747
Aren’t we all striving to be overpaid for what we do? Will Ferrell,,,,0.249314229
,Your need for acceptance can make you invisible in this world. Jim Carrey,,,0.5926895777
"44. “The most beautiful in the world is, of course, the world itself.” – Wallace Stevens",14 Odd Facts About Food,"In Egypt around 1500 B.C., a shaved head was considered the ultimate in feminine beauty. Egyptian women removed every hair from their heads with special gold tweezers and polished their scalps to a high sheen with buffing cloths.",,0.7701202488
,Enjoy life. Have fun. Be kind. Have worth. Have friends. Be honest. Laugh. Die with dignity. Make the most of it. It’s all we’ve got. Ricky Gervais,Akon is the #1 selling artist for ringtones in the world.,,0.1090338956
,What’s the most amazing natural occurrence you’ve witnessed?,,,0.5116490411
We’ve had some fun tonight…considering we’re all gonna die someday. Steve Martin,“I like a woman with a head on her shoulders. I hate necks.” - Steve Martin,"Every second, the human eye moves about 50 times.",,0.6627109606
I've got a friend who's fallen in love with two school bags. He's bisatchel.,,The group of spikes at the end of stegosaurid tails are called the “thagomizer”. They had no distinct name until the term was coined in 1982 by a cartoonist.,,0.3648741074
What is the best meal you have ever had on vacation?,,,,0.1963681388
What is the most unique or silliest problem you have going on in your life at the moment?,,"A cluster of bananas is called a “hand”. Along that theme, a single banana is called a “finger”.",,0.1514306355
"▶ For every action, there is an equal and opposite criticism.", We wish you a very happy and a prosperous new year. May this year bring you luck and laughter.,Carrots were originally purple.,,0.9315768207
"340. Add life to your days, not days to your life.","There is a company that will (for $14,000) take your ashes and compress them into a synthetic diamond to be set in jewelry for a loved one.",Nutmeg is extremely poisonous if injected intravenously.,,0.0626322794
"52. Perhaps travel cannot prevent bigotry, but by demonstrating that all peoples cry, laugh, eat, worry, and die, it can introduce the idea that if we try and understand each other, we may even become friends.",Cranberry is the only Jell-O flavor that contains real fruit flavoring.,23% of all photocopier faults world-wide are caused by people sitting on them and photocopying their butts.,,0.3307755304
,,,,0.459797467
I don’t weigh myself because most scales don’t know how heavy all the grudges im holding onto are. https://twitter.com/MattBellassai,,,,0.6691974357
"Obviously, if I was serious about having a relationship with someone long-term, the last people I would introduce him to would be my family. Chelsea Handler","According to Genesis 1:20-22, the chicken came before the egg.","Barry Manilow wrote many famous jingles for companies like McDonald’s, State Farm and BandAids.",,0.0458472847
We are eating 900% more broccoli than we did 20 years ago.,A woman walks into a library and asked if they had any books about paranoia. The librarian says 'They're right behind you!,"Your tonsils can grow back if there was tissue left behind during the removal process. Sometimes it’s accidental, other times it’s left on purpose.",,0.3989113731
What’s Forrest Gump’s password? 1forrest1,,The largest living thing on earth is a giant sequoia named General Sherman.,,0.7420778453
,"86. Please keep my selfie today. In the future, you might have to pay for one.","Overall Subway, actually has more chains than the fast-food juggernaut, McDonald’s.",,0.5895215038
,I just really don’t like being the center of attention that much. It’s kind of ironic. Jimmy Fallon,"Wonder Woman has a black sister, Nubia. She was sculpted from black clay like Diana was sculpted from white clay.",,0.3124338789
,,Deep snow can sometimes appear blue in color because the extra layers of snow create a filter for light.,,0.0295987245
,,,,0.3807483057
"Q: Which hand is it better to write with? A: Neither, it's best to write with a pen!",,,,0.514225088
,,Crows can remember the faces of individual humans. They can also hold a grudge.,,0.4485059378
"133. Next time when you think of beautiful things, don’t forget to count yourself in.",Wearing headphones for just an hour will increase the bacteria in your ear by 700 times.,,,0.0646723944
What weird quirks did you pick up from your parents?,Start saving today  https://win-150-dollars-now.weebly.com/,,,0.0384379677
139. “People will stare. Make it worthwhile.” – Harry Winston,Almost everyone who reads this will try to lick their elbow.,,,0.0503434085
What do you call an alligator in a vest? An investigator!,,Red pandas have no living relatives – they aren’t even related to giant pandas.,,0.4218496941
,Who has been your most interesting/confusing/annoying neighbor?,"Choose your age forever, what age would you choose and why?",,0.0325817536
,"42. “Discovery consists not in seeking new landscapes, but in having new eyes.” – Marcel Proust",,,0.6413296553
"An elephant’s trunk has around 15,000 muscles. 200 liters of water is drunk from it per day.",,,,0.7069597238
"Bank account: like, to the park?",,"Ed Sheeran bought a ticket to LA with no contacts. He was spotted by Jamie Foxx, who offered him the use of his recording studio and a bed in his Hollywood home for six weeks.",,0.8621668807
,What’s the best or worst prank you’ve played on someone?,,,0.0804309367
,What sport do you wish you knew more about?,Be a character in the movies ‘the hangover’ or ‘the holiday’?,,0.3268744794
,What is the best thing you have ever bought?,Drink a glass full of liquid soap or eat 2 spoons of soap?,,0.573340418
295. Think about your dream last night to make your lazy morning a beautiful one.,"your follow is very much appreciated"",",,,0.7560425406
,"What website or app doesn’t exist, but you really wish it did?","The man who found the 5,000 year old corpse Ötzi the Iceman in 1991 (Oldest natural European mummy) was also found dead frozen in ice in 2004.",,0.7128366913
193. Two friends on a perfect day.,It costs more to buy a new car today in the United States than it cost Christopher Columbus to equip and undertake three voyages to and from the New World.,,,0.8211964011
"After eating, a housefly regurgitates its food and then eats it again.",,,,0.6447411137
,Giraffes have no vocal cords.,The ostrich has two toes on each foot which gives it greater speed.,,0.909327085
What are some of your favorite holiday traditions that you did while growing up?,See your hand-selected deals  https://win-150-dollars-now.weebly.com/,,,0.7872813428
I have complete faith in the continued absurdity of whatever’s going on. Jon Stewart,,"The Guinness World Record for the time longest spend searching for the Loch Ness Monster, is held by Steve Feltham who camped at Loch Ness for 25 years.",,0.0242926335
Don’t worry if you miss a gym session. Everything will work out.,"In 1963, major league baseball pitcher Gaylord Perry remarked, ""They'll put a man on the moon before I hit a home run."" On July 20, 1969, an hour after Neil Armstrong set foot on the surface of the moon, Perry hit is first, and only, home run while playing for the San Francisco Giants.",,,0.8418602278
320. Common sense is like deodorant. The people who need it most never use it.,Antarctica is the only continent without reptiles or snakes.,There are 336 dimples on a regulation golf ball.,,0.405074549
Ever tried to eat a clock?It’s time-consuming.,"A ten-year-old mattress weighs double what it did when it was new due to debris that it absorbs over time. That debris includes dust mites (their droppings and decaying bodies), mold, millions of dead skin cells, dandruff, animal and human hair, secretions, excretions, lint, pollen, dust, soil, sand, and a lot of perspiration, which the average person loses at a rate of a quart a day. Good night!","For nearly 60 years, Texas didn’t have an official state flag between 1879 & 1933. During that time, the Lone Star flag was the active, but unofficial flag.",,0.0502505057
,"Back in 1924, a monkey was convicted in South Bend of the crime of smoking a cigarette and sentenced to pay a 25 dollar fine!","The phrase “raining cats and dogs” originated in seventeenth-century England. During heavy rainstorms, many homeless animals would drown and float down the streets, giving the appearance that it had actually rained cats and dogs.",,0.9621787934
"Who was the greatest prostitute in history? Ms. Pacman, for 25 cents that b*tch swallowed balls till she died. Will Ferrell",,The shower-curtain effect is the phenomenon in which a shower curtain gets blown inward with a running shower. Scientists don’t know what causes this.,,0.6440598318
You won’t burn in hell. But be nice anyway. Ricky Gervais,,"Marie Antoinette’s last words were to her executioner after accidentally stepping on his foot, saying, “Pardon me sir, I meant not to do it”.",,0.2063939586
What do you call a guy with a rubber toe? Roberto.,,"Sour Patch Kids are from the same manufacturer as Swedish Fish. The red Sour Patch Kids are the same candy as Swedish Fish, but with sour sugar.",,0.9241801448
180. Sexy pictures. Crazy times. Sisters at heart. Partners in crime.,"60.7 percent of eligible voters participated in the 2004 presidential election, the highest percentage in 36 years. However, more than 78 million did not vote. This means President Bush was re-elected by less than 31% of all eligible voters in the United States.","56. Army ants that misinterpret the scent trails left by other ants will sometimes break from the crowd and march in circles. If enough ants join, they can form massive ""death spirals.""",,0.0794215756
"261. “Make your life a masterpiece; imagine no limitations on what you can be, have or do.” – Brian Tracy","Thank very much for your loyalty. We are very honor to have customer like you. As a matter of fact, we are looking forward to serve you in the following years","105. How many licks does it take to get to the center of a Tootsie Pop? The world may never know. But on average, a Licking Machine made at Purdue needed 364.",,0.8518846781
"220. “There is no love without forgiveness, and there is no forgiveness without love.” – Bryant McGill",One in every four Americans has appeared on television.,"81. The Reese in Reese's Peanut Butter Cups is Harry Burnett Reese, a former Hershey employee who created his famous candy in the 1920s.",,0.0355167222
,,,,0.3338784439
,"Just because you’re offended, doesn’t mean you’re right. Ricky Gervais",,,0.1061156814
,,,,0.847778604
"There is nothing better than a friend, unless it is a friend with chocolate. Linda Grayson",Why couldn't the bicycle stand up? Because it was two tired!,,,0.1567269713
, in fact a dumbledore is an old English term for a type of bee.,Dumbledore isn’t only the Headmaster of Hogwarts, in fact a dumbledore is an old English term for a type of bee.,0.2952947425
,You found it offensive? I found it funny. That’s why I’m happier than you. Ricky Gervais,"Jada Smith formed a metal band called Wicked Wisdom in 2002, which is still active today.",,0.6714725088
These glasses are way 2 big for my damn face! I look like I got on a damn tinted construction mask. Kevin Hart,When a deaf person sees someone yawn do they think it’s a scream?,,,0.8835925579
,,,,0.7828210877
,77. Sending my selfie to NASA because I’m a star waiting to be discovered.,"Evangeline Lilly is a notoriously bad driver. She has been in at least 8 car accidents, and none of them were with another car.",,0.0776663967
How into self-improvement are you?,,"The word “kimono”, literally means a “thing to wear”. Ki is “wear”, and mono is “thing”.",,0.7881160504
,"New Scientist magazine reported that in the future, cars could be powered by hazelnuts. That’s encouraging, considering an eight-ounce jar of hazelnuts costs about nine dollars. Yeah, I’ve got an idea for a car that runs on bald eagle heads and Faberge eggs. Jimmy Fallon",,,0.0553991346
41 .My parents complain I travel too much.,The microwave was invented after a researcher walked by a radar tube and the chocolate bar in his pocket melted.,"Dr. Samuel A. Mudd was the physician who set the leg of Lincoln's assassin, John Wilkes Booth, and whose shame created the expression for ignominy: ""His name is Mudd.""",,0.9173285879
A rodent’s teeth never stop growing.,,"If you cut down a cactus in Arizona, you be penalized up to 25 years in jail. It is similar to cutting down a protected tree species.",,0.5544491481
,Wise,In a few Appalachian forests there are fireflies that glow blue for up to a minute instead of flashing yellow.,,0.0312448527
,What incredibly common thing have you never done?,,,0.0040462953
"384. “Travel isn’t always pretty. It isn’t always comfortable. Sometimes it hurts, it even breaks your heart. But that’s okay. The journey changes you; it should change you. It leaves marks on your memory, on your consciousness, on your heart, and your body. You take something with you. Hopefully, you leave something good behind.” – Anthony Bourdain",President Bush was re-elected in 2004 by less than 31% of all eligible voters in the United States.,"In a study of 200,000 ostriches over a period of 80 years there were no reported cases of an ostrich burying its head in the sand.",,0.7247849037
,"Sex without love is a meaningless experience, but as far as meaningless experiences go its pretty damn good. Woody Allen",,,0.8727419515
Baby whales grow to a 1/3 of their mother’s length in the womb.,,,,0.0415705633
Whatdya call a frenchman wearing sandals? Phillipe Phillope.,,"Both KitKat and Rolo is produced globally by Nestlé, except in the U.S. where it’s made by their competitor, Hershey’s.",,0.1684027989
,,,,0.5425922393
What’s the most creative thing you’ve done?,,,,0.276143193
,"During our visit to Wallyard Concept Hostel, we walked by here many times.",,,0.6198595808
,Would you rather spend time with other people or at home alone?,Guy Fawkes is the reason guys are called “guys”.,,0.4383125848
Why don’t crabs donate? Because they’re shellfish.,,,,0.4694583182
"318. My boss told me to have a good day, so I went home.",The main library at Indiana University sinks over an inch a year. When it was designed engineers failed to take into account the weight of all the books that would occupy the building.,Babe Ruth wore a cabbage leaf under his cap to keep his head cool. He changed it every two innings.,,0.9586792743
,,,,0.3780007421
,,,,0.5650222714
,Embrace who you are. Literally. Hug yourself. Accept who you are. Ellen DeGeneres,Dogs have a total of 42 teeth when they are fully-grown.,,0.2338439519
Tuna fish can swim 40 miles in a single day.,What's orange and sounds like a parrot? A carrot.,,,0.7901833416
,,,,0.5352334821
,What is the most amazing fact you know?,,,0.1493161998
What works of art have really made an impression on you?,Hellow? Looking for 123 winners. Yes! I want one.  https://win-a-fortune-today.weebly.com/,,,0.9416442545
134. “I’d rather be hated for who I am. Than loved for who I am not.” – Kurt Cobain,If you sneeze too hard you can fracture a rib. If you try to suppress a sneeze you can rupture a blood vessel in your head or neck and die. If you keep your eyes open by force they can pop out.,"29. In Japan, letting a sumo wrestler make your baby cry is considered good luck.",,0.4790274053
"Ah, yes, divorce… from the Latin word meaning to rip out a man’s genitals through his wallet. Robin Williams",,"Originally, cigarette filters were made out of cork, the look of which was incorporated into today’s pattern.",,0.8775177982
,What are some of the dumbest misadventures you’ve been on?,"The word “Jurassic,” which we so often associate with dinosaurs, comes from the Celtic word for “forest”.",,0.2055231183
"What did one ocean say to the other ocean? Nothing, they just waved!",THis is for our best twitter users  https://win-a-fortune-today.weebly.com/,,,0.638776965
,,,,0.1380708462
Pumpkin flowers are edible.,,,,0.1967734177
,,"On average, dogs have better eyesight than humans, although not as colorful.",,0.2823691761
,,,,0.0426546132
389. Travel makes one modest. You see what a tiny place you occupy in the world.,"In England, the Speaker of the House is not allowed to speak.","Some dogs can predict when a child will have an epileptic seizure and even protect the child from injury. They're not trained to do this, they simply learn to respond after observing at least one attack.",,0.9303267374
,,,,0.6582086164
Goats do not have teeth in their upper front jaw.,,"The most expensive virtual object is “Club NEVERDIE” in the Entropia Universe which is worth $635,000. It was originally bought at $10,000.",,0.3588333678
,"50. “Magic is believing in yourself. If you can do that, you can make anything happen.” – Johan Wolfgang von Goethe",Makeup has been used by women since before Cleopatra’s time. They would use berries and other fruits to give their faces some color.,,0.5655675943
174. Hard times will always reveal true friends.,"In the 16th and 17th centuries in the country of Turkey, anyone caught drinking coffee was put to death.",,,0.7775348762
"At birth, a panda is smaller than a mouse and weighs about four ounces.",,,,0.8826221548
,"If you don’t stick to your values when they’re being tested, they’re not values” they’re hobbies. Jon Stewart",There is a Guinness world record for the longest amount of time needed to create an official government – it is held by Belgium.,,0.617927922
"A best friend is like a four leaf clover, hard to find, lucky to have.",,cientific term for brain freeze is “sphenopalatine ganglioneuralgia”.,,0.99228106
,,China banned Back to the Future because it contained time travel.,,0.3935508311
,What was your worst haircut experience?,,,0.0926605915
,,,,0.2638822163
"I want to be a dad. That’s floating to the top of my list. I think it’s such an important thing. I’m at the age where everyone has kids, and I ask them, ‘Is it like a puppy?’ And they go, ‘It’s 10 times a puppy.’ Jimmy Fallon",,,,0.8305890428
323. I made a huge to-do list for today. I just can’t figure who’s gonna do it.,San Francisco cable cars are the only National Monuments that can move.,"The star Antares is 60,000 times larger than our sun. If our sun were the size of a softball, the star Antares would be as large as a house.",,0.3940872304
396. “Don’t let your dreams be dreams.” – Jack Johnson,Wayne's World was filmed in two weeks.,The jellyfish is 95% water.,,0.1025824752
"Happiness can be really facile – To be with my wife and children, would be the deepest joy. Stephen Colbert",,,,0.3313088307
A woman walks into a library and asked if they had any books about paranoia. The librarian says 'They're right behind you!,,,,0.3930851815
"280. You can’t go back and change the beginning, but you can start where you are and change the ending.", It is our desire to keep you satisfied with our services and products. You are our inspiration in doing our very best. Thank you and remember,,,0.734961731
"“I like an escalator because an escalator can never break. It can only become stairs. There would never be an 'Escalator Temporarily Out of Order' sign, only 'Escalator Temporarily Stairs'.” - Mitch Hedberg","Our management would like to thank you for patronizing our products and also thank you for the opportunity to serve you. Truly, it is our pleasure. You are a valued customer to us.",Dead women can give birth.,,0.9256773079
,"5. “Sometimes you win, sometimes you learn” – Dr. Maxwell",,,0.9782456698
